Part_Number,Type,Heatsink,Voltage_IEC,Voltage_UL,EMI,Power_KW,Power_HP,Irated_IEC_A,Irated_UL_A,I_OC_A,I_OL_A,I_OC_%,I_OL_%,Rated_kHz,Max_kHz,Ctrl_Board,Pdf_Dim_File,Step_File_Download
26F6A37-3B1D,F6,air cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,132,175,250,210,337.50,265,135,106,8,16,A3,F6-7_air_panel_high_perf.pdf,26F6A37-3B1D.stp
26F6A37-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,8,16,A3,F6-7_water_panel_high_perf.pdf,26F6A37-3B1E.stp
26F6A37-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,8,16,A3,F6-7_water_push_high_perf.pdf,26F6A37-3B1G.stp
27F6A17-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,A1,F6-7_air_panel.pdf,27F6A17-3011.stp
27F6A17-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,A1,F6-7_water_panel.pdf,27F6A17-3012.stp
27F6A17-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,A1,F6-7_air_push.pdf,27F6A17-3013.stp
27F6A17-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,A1,F6-7_water_push.pdf,27F6A17-3014.stp
27F6A17-3C1D,F6,air cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,160,200,300,260,405,318,135,106,6,16,A1,F6-7_air_panel_high_perf.pdf,27F6A17-3C1D.stp
27F6A37-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,A3,F6-7_air_panel.pdf,27F6A37-3011.stp
27F6A37-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,A3,F6-7_water_panel.pdf,27F6A37-3012.stp
27F6A37-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,A3,F6-7_air_push.pdf,27F6A37-3013.stp
27F6A37-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,A3,F6-7_water_push.pdf,27F6A37-3014.stp
27F6A37-3C1D,F6,air cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,160,200,300,260,405,318,135,106,6,16,A3,F6-7_air_panel_high_perf.pdf,27F6A37-3C1D.stp
28F6A17-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,2,16,A1,F6-7_air_panel.pdf,28F6A17-3011.stp
28F6A17-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,302,555,462.50,150,125,2,16,A1,F6-7_water_panel.pdf,28F6A17-3012.stp
28F6A17-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,2,16,A1,F6-7_air_push.pdf,28F6A17-3013.stp
28F6A17-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,302,555,462.50,150,125,2,16,A1,F6-7_water_push.pdf,28F6A17-3014.stp
28F6A17-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,200,250,370,325,499.50,392.20,135,106,8,16,A1,F6-7_water_panel_high_perf.pdf,28F6A17-3B1E.stp
28F6A17-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,200,250,370,325,499.50,392.20,135,106,8,16,A1,F6-7_water_push_high_perf.pdf,28F6A17-3B1G.stp
28F6A37-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,2,16,A3,F6-7_air_panel.pdf,28F6A37-3011.stp
28F6A37-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,302,555,462.50,150,125,2,16,A3,F6-7_water_panel.pdf,28F6A37-3012.stp
28F6A37-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,2,16,A3,F6-7_air_push.pdf,28F6A37-3013.stp
28F6A37-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,302,555,462.50,150,125,2,16,A3,F6-7_water_push.pdf,28F6A37-3014.stp
28F6A37-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,200,250,370,325,499.50,392.20,135,106,8,16,A3,F6-7_water_panel_high_perf.pdf,28F6A37-3B1E.stp
28F6A37-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,200,250,370,325,499.50,392.20,135,106,8,16,A3,F6-7_water_push_high_perf.pdf,28F6A37-3B1G.stp
25F6K17-3111,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,K1-E,F6-7_air_panel.pdf,25F6K17-3111.stp
25F6K17-3112,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,K1-E,F6-7_water_panel.pdf,25F6K17-3112.stp
25F6K17-3113,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,K1-E,F6-7_air_push.pdf,25F6K17-3113.stp
25F6K17-3114,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,K1-E,F6-7_water_push.pdf,25F6K17-3114.stp
25F6K17-311E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,K1-E,F6-7_water_panel_high_perf.pdf,25F6K17-311E.stp
25F6K17-311G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,K1-E,F6-7_water_push_high_perf.pdf,25F6K17-311G.stp
26F6K17-3111,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,K1-E,F6-7_air_panel.pdf,26F6K17-3111.stp
26F6K17-3112,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,K1-E,F6-7_water_panel.pdf,26F6K17-3112.stp
26F6K17-3113,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,K1-E,F6-7_air_push.pdf,26F6K17-3113.stp
26F6K17-3114,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,K1-E,F6-7_water_push.pdf,26F6K17-3114.stp
27F6K17-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,K1-E,F6-7_air_panel.pdf,27F6K17-3011.stp
27F6K17-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,K1-E,F6-7_water_panel.pdf,27F6K17-3012.stp
27F6K17-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,K1-E,F6-7_air_push.pdf,27F6K17-3013.stp
27F6K17-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,K1-E,F6-7_water_push.pdf,27F6K17-3014.stp
28F6K17-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,2,16,K1-E,F6-7_air_panel.pdf,28F6K17-3011.stp
28F6K17-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,302,555,462.50,150,125,2,16,K1-E,F6-7_water_panel.pdf,28F6K17-3012.stp
28F6K17-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,2,16,K1-E,F6-7_air_push.pdf,28F6K17-3013.stp
28F6K17-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,302,555,462.50,150,125,2,16,K1-E,F6-7_water_push.pdf,28F6K17-3014.stp
25F6P57-3131,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-3,F6-7_air_panel.pdf,25F6P57-3131.stp
25F6P57-3132,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-3,F6-7_water_panel.pdf,25F6P57-3132.stp
25F6P57-3133,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-3,F6-7_air_push.pdf,25F6P57-3133.stp
25F6P57-3134,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-3,F6-7_water_push.pdf,25F6P57-3134.stp
25F6P57-313E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-3,F6-7_water_panel_high_perf.pdf,25F6P57-313E.stp
25F6P57-313G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-3,F6-7_water_push_high_perf.pdf,25F6P57-313G.stp
26F6P57-3131,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,P5-3,F6-7_air_panel.pdf,26F6P57-3131.stp
26F6P57-3132,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,P5-3,F6-7_water_panel.pdf,26F6P57-3132.stp
26F6P57-3133,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,P5-3,F6-7_air_push.pdf,26F6P57-3133.stp
26F6P57-3134,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,P5-3,F6-7_water_push.pdf,26F6P57-3134.stp
26F6P57-3B3D,F6,air cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,132,175,250,210,337.50,265,135,106,8,16,P5-3,F6-7_air_panel_high_perf.pdf,26F6P57-3B3D.stp
26F6P57-3B3E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,8,16,P5-3,F6-7_water_panel_high_perf.pdf,26F6P57-3B3E.stp
26F6P57-3B3G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,8,16,P5-3,F6-7_water_push_high_perf.pdf,26F6P57-3B3G.stp
27F6P57-3031,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,P5-3,F6-7_air_panel.pdf,27F6P57-3031.stp
27F6P57-3032,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,P5-3,F6-7_water_panel.pdf,27F6P57-3032.stp
27F6P57-3033,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,P5-3,F6-7_air_push.pdf,27F6P57-3033.stp
27F6P57-3034,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,P5-3,F6-7_water_push.pdf,27F6P57-3034.stp
27F6P57-3C3D,F6,air cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,160,200,300,260,405,318,135,106,6,16,P5-3,F6-7_air_panel_high_perf.pdf,27F6P57-3C3D.stp
28F6P57-3031,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,2,16,P5-3,F6-7_air_panel.pdf,28F6P57-3031.stp
28F6P57-3032,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,302,555,462.50,150,125,2,16,P5-3,F6-7_water_panel.pdf,28F6P57-3032.stp
28F6P57-3033,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,2,16,P5-3,F6-7_air_push.pdf,28F6P57-3033.stp
28F6P57-3034,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,302,555,462.50,150,125,2,16,P5-3,F6-7_water_push.pdf,28F6P57-3034.stp
28F6P57-3B3E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,200,250,370,325,499.50,392.20,135,106,8,16,P5-3,F6-7_water_panel_high_perf.pdf,28F6P57-3B3E.stp
28F6P57-3B3G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,200,250,370,325,499.50,392.20,135,106,8,16,P5-3,F6-7_water_push_high_perf.pdf,28F6P57-3B3G.stp
25F6P57-3141,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-4,F6-7_air_panel.pdf,25F6P57-3141.stp
25F6P57-3142,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-4,F6-7_water_panel.pdf,25F6P57-3142.stp
25F6P57-3143,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-4,F6-7_air_push.pdf,25F6P57-3143.stp
25F6P57-3144,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-4,F6-7_water_push.pdf,25F6P57-3144.stp
25F6P57-314E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-4,F6-7_water_panel_high_perf.pdf,25F6P57-314E.stp
25F6P57-314G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-4,F6-7_water_push_high_perf.pdf,25F6P57-314G.stp
26F6P57-3141,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,P5-4,F6-7_air_panel.pdf,26F6P57-3141.stp
26F6P57-3142,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,P5-4,F6-7_water_panel.pdf,26F6P57-3142.stp
26F6P57-3143,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,P5-4,F6-7_air_push.pdf,26F6P57-3143.stp
26F6P57-3144,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,P5-4,F6-7_water_push.pdf,26F6P57-3144.stp
26F6P57-3B4D,F6,air cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,132,175,250,210,337.50,265,135,106,8,16,P5-4,F6-7_air_panel_high_perf.pdf,26F6P57-3B4D.stp
26F6P57-3B4E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,8,16,P5-4,F6-7_water_panel_high_perf.pdf,26F6P57-3B4E.stp
26F6P57-3B4G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,8,16,P5-4,F6-7_water_push_high_perf.pdf,26F6P57-3B4G.stp
27F6P57-3041,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,P5-4,F6-7_air_panel.pdf,27F6P57-3041.stp
27F6P57-3042,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,P5-4,F6-7_water_panel.pdf,27F6P57-3042.stp
27F6P57-3043,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,P5-4,F6-7_air_push.pdf,27F6P57-3043.stp
27F6P57-3044,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,P5-4,F6-7_water_push.pdf,27F6P57-3044.stp
27F6P57-3C4D,F6,air cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,160,200,300,260,405,318,135,106,6,16,P5-4,F6-7_air_panel_high_perf.pdf,27F6P57-3C4D.stp
28F6P57-3041,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,2,16,P5-4,F6-7_air_panel.pdf,28F6P57-3041.stp
28F6P57-3042,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,302,555,462.50,150,125,2,16,P5-4,F6-7_water_panel.pdf,28F6P57-3042.stp
28F6P57-3043,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,2,16,P5-4,F6-7_air_push.pdf,28F6P57-3043.stp
28F6P57-3044,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,302,555,462.50,150,125,2,16,P5-4,F6-7_water_push.pdf,28F6P57-3044.stp
28F6P57-3B4E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,200,250,370,325,499.50,392.20,135,106,8,16,P5-4,F6-7_water_panel_high_perf.pdf,28F6P57-3B4E.stp
28F6P57-3B4G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,200,250,370,325,499.50,392.20,135,106,8,16,P5-4,F6-7_water_push_high_perf.pdf,28F6P57-3B4G.stp
25F6P57-3151,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-5,F6-7_air_panel.pdf,25F6P57-3151.stp
25F6P57-3152,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-5,F6-7_water_panel.pdf,25F6P57-3152.stp
25F6P57-3153,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-5,F6-7_air_push.pdf,25F6P57-3153.stp
25F6P57-3154,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-5,F6-7_water_push.pdf,25F6P57-3154.stp
25F6P57-315E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-5,F6-7_water_panel_high_perf.pdf,25F6P57-315E.stp
25F6P57-315G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,P5-5,F6-7_water_push_high_perf.pdf,25F6P57-315G.stp
26F6P57-3151,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,P5-5,F6-7_air_panel.pdf,26F6P57-3151.stp
26F6P57-3152,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,P5-5,F6-7_water_panel.pdf,26F6P57-3152.stp
26F6P57-3153,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,P5-5,F6-7_air_push.pdf,26F6P57-3153.stp
26F6P57-3154,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,P5-5,F6-7_water_push.pdf,26F6P57-3154.stp
26F6P57-3B5D,F6,air cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,132,175,250,210,337.50,265,135,106,8,16,P5-5,F6-7_air_panel_high_perf.pdf,26F6P57-3B5D.stp
26F6P57-3B5E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,8,16,P5-5,F6-7_water_panel_high_perf.pdf,26F6P57-3B5E.stp
26F6P57-3B5G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,8,16,P5-5,F6-7_water_push_high_perf.pdf,26F6P57-3B5G.stp
27F6P57-3051,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,P5-5,F6-7_air_panel.pdf,27F6P57-3051.stp
27F6P57-3052,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,P5-5,F6-7_water_panel.pdf,27F6P57-3052.stp
27F6P57-3053,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,P5-5,F6-7_air_push.pdf,27F6P57-3053.stp
27F6P57-3054,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,160,200,300,240,450,375,150,125,2,16,P5-5,F6-7_water_push.pdf,27F6P57-3054.stp
27F6P57-3C5D,F6,air cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,160,200,300,260,405,318,135,106,6,16,P5-5,F6-7_air_panel_high_perf.pdf,27F6P57-3C5D.stp
28F6P57-3051,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,2,16,P5-5,F6-7_air_panel.pdf,28F6P57-3051.stp
28F6P57-3052,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,302,555,462.50,150,125,2,16,P5-5,F6-7_water_panel.pdf,28F6P57-3052.stp
28F6P57-3053,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,2,16,P5-5,F6-7_air_push.pdf,28F6P57-3053.stp
28F6P57-3054,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,302,555,462.50,150,125,2,16,P5-5,F6-7_water_push.pdf,28F6P57-3054.stp
28F6P57-3B5E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,200,250,370,325,499.50,392.20,135,106,8,16,P5-5,F6-7_water_panel_high_perf.pdf,28F6P57-3B5E.stp
28F6P57-3B5G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,200,250,370,325,499.50,392.20,135,106,8,16,P5-5,F6-7_water_push_high_perf.pdf,28F6P57-3B5G.stp
28F6A18-3111,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,A1,F6-8_air_panel.pdf,28F6A18-3111.stp
28F6A18-3112,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,A1,F6-8_water_panel.pdf,28F6A18-3112.stp
28F6A18-3113,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,A1,F6-8_air_push.pdf,28F6A18-3113.stp
28F6A18-3114,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,A1,F6-8_water_push.pdf,28F6A18-3114.stp
28F6A18-3C11,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,499.50,407.00,135,110,6,8,A1,F6-8_air_panel.pdf,28F6A18-3C11.stp
28F6A38-3111,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,A3,F6-8_air_panel.pdf,28F6A38-3111.stp
28F6A38-3112,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,A3,F6-8_water_panel.pdf,28F6A38-3112.stp
28F6A38-3113,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,A3,F6-8_air_push.pdf,28F6A38-3113.stp
28F6A38-3114,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,A3,F6-8_water_push.pdf,28F6A38-3114.stp
28F6A38-3C11,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,499.50,407.00,135,110,6,8,A3,F6-8_air_panel.pdf,28F6A38-3C11.stp
29F6A18-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,A1,F6-8_air_panel.pdf,29F6A18-3011.stp
29F6A18-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,A1,F6-8_water_panel.pdf,29F6A18-3012.stp
29F6A18-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,A1,F6-8_air_push.pdf,29F6A18-3013.stp
29F6A18-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,A1,F6-8_water_push.pdf,29F6A18-3014.stp
29F6A18-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,250,300,460,400,690,487.60,150,106,8,8,A1,F6-8_water_panel_high_perf.pdf,29F6A18-3B1E.stp
29F6A18-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,250,300,460,400,690,487.60,150,106,8,8,A1,F6-8_water_push_high_perf.pdf,29F6A18-3B1G.stp
29F6A38-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,A3,F6-8_air_panel.pdf,29F6A38-3011.stp
29F6A38-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,A3,F6-8_water_panel.pdf,29F6A38-3012.stp
29F6A38-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,A3,F6-8_air_push.pdf,29F6A38-3013.stp
29F6A38-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,A3,F6-8_water_push.pdf,29F6A38-3014.stp
29F6A38-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,250,300,460,400,690,487.60,150,106,8,8,A3,F6-8_water_panel_high_perf.pdf,29F6A38-3B1E.stp
29F6A38-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,250,300,460,400,690,487.60,150,106,8,8,A3,F6-8_water_push_high_perf.pdf,29F6A38-3B1G.stp
30F6A18-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,2,8,A1,F6-8_air_panel.pdf,30F6A18-3011.stp
30F6A18-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,2,8,A1,F6-8_air_push.pdf,30F6A18-3013.stp
30F6A18-3112,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,4,8,A1,F6-8_water_panel.pdf,30F6A18-3112.stp
30F6A18-3114,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,4,8,A1,F6-8_water_push.pdf,30F6A18-3114.stp
30F6A18-3412,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,1026,855,180,150,2,8,A1,F6-8_water_panel.pdf,30F6A18-3412.stp
30F6A18-3414,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,1026,855,180,150,2,8,A1,F6-8_water_push.pdf,30F6A18-3414.stp
30F6A18-3C1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,604.20,150,106,6,8,A1,F6-8_water_panel_high_perf.pdf,30F6A18-3C1E.stp
30F6A18-3C1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,604.20,150,106,6,8,A1,F6-8_water_push_high_perf.pdf,30F6A18-3C1G.stp
