Part Number,Type,Size,Housing,Cooling,Mounting,SubResistors,Voltage,EMI,GTR7,Power_KVA,Power_KW,Power_HP,Irated_IEC_Amps,Irated_UL_Amps,I_OL_Amps,I_OC_Amps,OL2_2kHz_A,OL2_4kHz_A,OL2_8kHz_A,OL2_12kHz_A,OL2_16kHz_A,I_OC_%,I_OL_%,OL2_2kHz_%,OL2_4kHz_%,OL2_8kHz_%,OL2_12kHz_%,OL2_16kHz_%,Rated_kHz,Max_kHz,BaseBlockTime_ms
30F6S08-3C0G,F6,30,8,water,push-through (high perf),none,400V 3ph,none,std,395,315,400,570,495,604.2,855,534.546,400.026,200.013,1.824,1.824,150,106,93.78,70.18,35.09,0.32,0.32,6,8,5000
30F6S08-4001,F6,30,8,air,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,388.17,220.59,117.42,5.7,5.7,150,125,68.10,38.70,20.60,1.00,1.00,2,8,5000
30F6S08-4002,F6,30,8,water,panel,none,400V 3ph,none,none,395,315,400,570,495,855,1026,570,338.01,177.27,5.7,5.7,180,150,100.00,59.30,31.10,1.00,1.00,2,8,5000
30F6S08-4003,F6,30,8,air,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,388.17,220.59,117.42,5.7,5.7,150,125,68.10,38.70,20.60,1.00,1.00,2,8,5000
30F6S08-4004,F6,30,8,water,push-through,none,400V 3ph,none,none,395,315,400,570,495,855,1026,570,338.01,177.27,5.7,5.7,180,150,100.00,59.30,31.10,1.00,1.00,2,8,5000
30F6S08-4102,F6,30,8,water,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,598.728,427.272,210.9,148.2,80.028,150,125,105.04,74.96,37.00,26.00,14.04,4,8,5000
30F6S08-4104,F6,30,8,water,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,598.728,427.272,210.9,148.2,80.028,150,125,105.04,74.96,37.00,26.00,14.04,4,8,5000
30F6S08-4C0E,F6,30,8,water,panel (high perf),none,400V 3ph,none,none,395,315,400,570,495,604.2,855,534.546,400.026,200.013,1.824,1.824,150,106,93.78,70.18,35.09,0.32,0.32,6,8,5000
30F6S08-4C0G,F6,30,8,water,push-through (high perf),none,400V 3ph,none,none,395,315,400,570,495,604.2,855,534.546,400.026,200.013,1.824,1.824,150,106,93.78,70.18,35.09,0.32,0.32,6,8,5000
30F6A19-3011,F6,30,9,air,panel,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6A19-3012,F6,30,9,water,panel,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6A19-3013,F6,30,9,air,push-through,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6A19-3014,F6,30,9,water,push-through,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6A19-3015,F6,30,9,air,push-through (IP20),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6A19-3016,F6,30,9,water,push-through,integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6A19-3019,F6,30,9,water,panel,integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6A19-3B1A,F6,30,9,water,panel (high perf),integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6A19-3B1B,F6,30,9,water,push-through (high perf),integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6A19-3B1E,F6,30,9,water,panel (high perf),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6A19-3B1G,F6,30,9,water,push-through (high perf),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6A19-3C11,F6,30,9,air,panel,none,400V 3ph,none,std,395,315,400,570,495,655.5,769.5,630.021,409.089,270.009,2.736,2.736,135,115,110.53,71.77,47.37,0.48,0.48,6,8,5000
30F6A19-3C15,F6,30,9,air,push-through (IP20),none,400V 3ph,none,std,395,315,400,570,495,655.5,769.5,630.021,409.089,270.009,2.736,2.736,135,115,110.53,71.77,47.37,0.48,0.48,6,8,5000
30F6A19-4011,F6,30,9,air,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6A19-4012,F6,30,9,water,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6A19-4013,F6,30,9,air,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6A19-4014,F6,30,9,water,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6A19-4015,F6,30,9,air,push-through (IP20),none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6A19-4B1E,F6,30,9,water,panel (high perf),none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6A19-4B1G,F6,30,9,water,push-through (high perf),none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6A19-4C11,F6,30,9,air,panel,none,400V 3ph,none,none,395,315,400,570,495,655.5,769.5,630.021,409.089,270.009,2.736,2.736,135,115,110.53,71.77,47.37,0.48,0.48,6,8,5000
30F6A19-4C15,F6,30,9,air,push-through (IP20),none,400V 3ph,none,none,395,315,400,570,495,655.5,769.5,630.021,409.089,270.009,2.736,2.736,135,115,110.53,71.77,47.37,0.48,0.48,6,8,5000
30F6A39-3011,F6,30,9,air,panel,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6A39-3012,F6,30,9,water,panel,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6A39-3013,F6,30,9,air,push-through,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6A39-3014,F6,30,9,water,push-through,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6A39-3015,F6,30,9,air,push-through (IP20),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6A39-3016,F6,30,9,water,push-through,integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6A39-3019,F6,30,9,water,panel,integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6A39-3B1A,F6,30,9,water,panel (high perf),integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6A39-3B1B,F6,30,9,water,push-through (high perf),integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6A39-3B1E,F6,30,9,water,panel (high perf),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6A39-3B1G,F6,30,9,water,push-through (high perf),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6A39-3C11,F6,30,9,air,panel,none,400V 3ph,none,std,395,315,400,570,495,655.5,769.5,630.021,409.089,270.009,2.736,2.736,135,115,110.53,71.77,47.37,0.48,0.48,6,8,5000
30F6A39-3C15,F6,30,9,air,push-through (IP20),none,400V 3ph,none,std,395,315,400,570,495,655.5,769.5,630.021,409.089,270.009,2.736,2.736,135,115,110.53,71.77,47.37,0.48,0.48,6,8,5000
30F6A39-4011,F6,30,9,air,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6A39-4012,F6,30,9,water,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6A39-4013,F6,30,9,air,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6A39-4014,F6,30,9,water,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6A39-4015,F6,30,9,air,push-through (IP20),none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6A39-4B1E,F6,30,9,water,panel (high perf),none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6A39-4B1G,F6,30,9,water,push-through (high perf),none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6A39-4C11,F6,30,9,air,panel,none,400V 3ph,none,none,395,315,400,570,495,655.5,769.5,630.021,409.089,270.009,2.736,2.736,135,115,110.53,71.77,47.37,0.48,0.48,6,8,5000
30F6A39-4C15,F6,30,9,air,push-through (IP20),none,400V 3ph,none,none,395,315,400,570,495,655.5,769.5,630.021,409.089,270.009,2.736,2.736,135,115,110.53,71.77,47.37,0.48,0.48,6,8,5000
30F6K19-3011,F6,30,9,air,panel,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6K19-3012,F6,30,9,water,panel,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6K19-3013,F6,30,9,air,push-through,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6K19-3014,F6,30,9,water,push-through,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6K19-3015,F6,30,9,air,push-through (IP20),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6K19-3016,F6,30,9,water,push-through,integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6K19-3019,F6,30,9,water,panel,integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6K19-3021,F6,30,9,air,panel,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6K19-3022,F6,30,9,water,panel,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6K19-3023,F6,30,9,air,push-through,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6K19-3024,F6,30,9,water,push-through,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6K19-3025,F6,30,9,air,push-through (IP20),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6K19-3026,F6,30,9,water,push-through,integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6K19-3029,F6,30,9,water,panel,integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6K19-4011,F6,30,9,air,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6K19-4012,F6,30,9,water,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6K19-4013,F6,30,9,air,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6K19-4014,F6,30,9,water,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6K19-4015,F6,30,9,air,push-through (IP20),none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6K19-4021,F6,30,9,air,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6K19-4022,F6,30,9,water,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6K19-4023,F6,30,9,air,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6K19-4024,F6,30,9,water,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6K19-4025,F6,30,9,air,push-through (IP20),none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-3031,F6,30,9,air,panel,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-3032,F6,30,9,water,panel,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-3033,F6,30,9,air,push-through,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-3034,F6,30,9,water,push-through,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-3035,F6,30,9,air,push-through (IP20),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-3036,F6,30,9,water,push-through,integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-3039,F6,30,9,water,panel,integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-3041,F6,30,9,air,panel,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-3042,F6,30,9,water,panel,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-3043,F6,30,9,air,push-through,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-3044,F6,30,9,water,push-through,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-3045,F6,30,9,air,push-through (IP20),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-3046,F6,30,9,water,push-through,integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-3049,F6,30,9,water,panel,integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-3051,F6,30,9,air,panel,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-3052,F6,30,9,water,panel,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-3053,F6,30,9,air,push-through,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-3054,F6,30,9,water,push-through,none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-3055,F6,30,9,air,push-through (IP20),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-3056,F6,30,9,water,push-through,integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-3059,F6,30,9,water,panel,integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-3B3A,F6,30,9,water,panel (high perf),integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6P59-3B3B,F6,30,9,water,push-through (high perf),integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6P59-3B3E,F6,30,9,water,panel (high perf),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6P59-3B3G,F6,30,9,water,push-through (high perf),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6P59-3B4A,F6,30,9,water,panel (high perf),integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6P59-3B4B,F6,30,9,water,push-through (high perf),integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6P59-3B4E,F6,30,9,water,panel (high perf),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6P59-3B4G,F6,30,9,water,push-through (high perf),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6P59-3B5A,F6,30,9,water,panel (high perf),integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6P59-3B5B,F6,30,9,water,push-through (high perf),integrated,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6P59-3B5E,F6,30,9,water,panel (high perf),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6P59-3B5G,F6,30,9,water,push-through (high perf),none,400V 3ph,none,std,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
30F6P59-3C31,F6,30,9,air,panel,none,400V 3ph,none,std,395,315,400,570,495,655.5,769.5,630.021,409.089,270.009,2.736,2.736,135,115,110.53,71.77,47.37,0.48,0.48,6,8,5000
30F6P59-3C35,F6,30,9,air,push-through (IP20),none,400V 3ph,none,std,395,315,400,570,495,655.5,769.5,630.021,409.089,270.009,2.736,2.736,135,115,110.53,71.77,47.37,0.48,0.48,6,8,5000
30F6P59-3C41,F6,30,9,air,panel,none,400V 3ph,none,std,395,315,400,570,495,655.5,769.5,630.021,409.089,270.009,2.736,2.736,135,115,110.53,71.77,47.37,0.48,0.48,6,8,5000
30F6P59-3C45,F6,30,9,air,push-through (IP20),none,400V 3ph,none,std,395,315,400,570,495,655.5,769.5,630.021,409.089,270.009,2.736,2.736,135,115,110.53,71.77,47.37,0.48,0.48,6,8,5000
30F6P59-3C51,F6,30,9,air,panel,none,400V 3ph,none,std,395,315,400,570,495,655.5,769.5,630.021,409.089,270.009,2.736,2.736,135,115,110.53,71.77,47.37,0.48,0.48,6,8,5000
30F6P59-3C55,F6,30,9,air,push-through (IP20),none,400V 3ph,none,std,395,315,400,570,495,655.5,769.5,630.021,409.089,270.009,2.736,2.736,135,115,110.53,71.77,47.37,0.48,0.48,6,8,5000
30F6P59-4031,F6,30,9,air,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-4032,F6,30,9,water,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-4033,F6,30,9,air,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-4034,F6,30,9,water,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-4035,F6,30,9,air,push-through (IP20),none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-4041,F6,30,9,air,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-4042,F6,30,9,water,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-4043,F6,30,9,air,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-4044,F6,30,9,water,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-4045,F6,30,9,air,push-through (IP20),none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-4051,F6,30,9,air,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-4052,F6,30,9,water,panel,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-4053,F6,30,9,air,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-4054,F6,30,9,water,push-through,none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,29.982,2.736,2.736,150,125,110.05,100.48,5.26,0.48,0.48,2,4,5000
30F6P59-4055,F6,30,9,air,push-through (IP20),none,400V 3ph,none,none,395,315,400,570,495,712.5,855,572.736,381.843,23.712,2.736,2.736,150,125,100.48,66.99,4.16,0.48,0.48,2,4,5000
30F6P59-4B3E,F6,30,9,water,panel (high perf),none,400V 3ph,none,none,395,315,400,570,495,712.5,855,627.285,572.736,299.991,2.736,2.736,150,125,110.05,100.48,52.63,0.48,0.48,8,8,5000
